video_id,likes,thumbnail_link,extracted_text,labels,web_entities
dY2jpeasD4w,8524,https://i.ytimg.com/vi/dY2jpeasD4w/default.jpg,tru ADAM RUINS EVERYTHING,"['Happiness', 'Animation', 'Animated cartoon']","['Roz Doyle', 'Frasier Crane', 'Cartoon', 'Cartoon Network', 'Episode', 'Tom and Jerry', 'Cartoon Cartoons', ""Weekend at Benson's"", 'Laughter', 'Season']"
W-KEuvd3S-Q,65362,https://i.ytimg.com/vi/W-KEuvd3S-Q/default.jpg,amazon echo,"['Red', 'Orange', 'Graphic design', 'Publication']","['Venezuela', 'perfect', 'Amazon.com', 'Amazon Hub Counter', 'Meter']"
gMFMb9-gfBw,5451,https://i.ytimg.com/vi/gMFMb9-gfBw/default.jpg,,"['People', 'Smile', 'Happiness', 'Facial expression', 'Black hair', 'Tooth', 'Youth', 'Friendship', 'Fun', 'Selfie']",['light-hearted']
zPm4rR1cmzU,58522,https://i.ytimg.com/vi/zPm4rR1cmzU/default.jpg,2 SONGLY GRAV M,"['Entertainment', 'Graphics']","['5hy', 'Concert']"
6tAB3YwWkxY,4448,https://i.ytimg.com/vi/6tAB3YwWkxY/default.jpg,FILM INDEP ENDENT SPIRIT AWARDS ANDY SAMBERS BREAKFAST CLUB,"['Entertainment', 'Event', 'Performing Arts', 'Performance', 'Visual Effect Lighting', 'Advertising', 'Talent show']","['Salsa', 'Animation', 'Performance M', 'Meter']"
3eY394uqk9Q,34155,https://i.ytimg.com/vi/3eY394uqk9Q/default.jpg,5 Tips for COOKING ALONE,"['Ingredient', 'Food', 'Advertising', 'Cooking', 'Cook', 'Recipe', 'Chef', 'Comfort food', 'Bottle', 'Homemaking']","['Album cover', 'Poster', 'Album', 'Meter']"
_pxQcHAMi1E,12984,https://i.ytimg.com/vi/_pxQcHAMi1E/default.jpg,GENIUS NORMAL,"['Logo', 'Graphic design', 'Graphics', 'Advertising', 'Science']","['Cartoon', 'Cartoon Network', 'Animation', 'Cartoon Network India', 'YouTube', 'YouTube', 'Episode', 'Tom and Jerry', 'Relax Bear']"
UqItlHUSN-4,115637,https://i.ytimg.com/vi/UqItlHUSN-4/default.jpg,vevo,"['Formal wear', 'Happiness', 'Film', 'Family', 'Cousin', 'Tuxedo']",['Screenshot']
V6wWKNij_1M,14370,https://i.ytimg.com/vi/V6wWKNij_1M/default.jpg,HEREDITARY TRAILER,"['Facial expression', 'Film', 'Publication', 'Book cover', 'Portrait photography']","['Text', 'Photo caption', 'Screenshot', 'Meter', 'Subtitle']"
dmtTnGlTUI0,23890,https://i.ytimg.com/vi/dmtTnGlTUI0/default.jpg,M,"['Triangle', 'Graphics', 'Advertising', 'Graphic design']","['Then', 'Then', 'Artist', 'Deezer', 'YouTube', 'Painting', 'opening', 'Spotify', 'Artwork']"
5wVnr3cahQg,3374,https://i.ytimg.com/vi/5wVnr3cahQg/default.jpg,HOLIDAY GIFT GUIDE,['Pink'],"['Blond', 'Meter']"
Thvm6dADOms,21301,https://i.ytimg.com/vi/Thvm6dADOms/default.jpg,vevo,"['Facial expression', 'Facial hair', 'Beard', 'Moustache', 'Pleased', 'Film']",['Screenshot']
cUa93K56cc0,35605,https://i.ytimg.com/vi/cUa93K56cc0/default.jpg,HONEY ROASTED CARROTS,"['Produce', 'Ingredient', 'Carrot', 'Food', 'Vegetable', 'Natural foods', 'Root Vegetables', 'Superfood', 'Staple food', 'Wild carrot']","['Breadstick', 'Baguette', 'Bread', 'Dessert', 'Baking', 'Garlic cheese', 'Dough', 'Garlic', 'Ingredient', 'Cheese']"
NHZr6P1csiY,165538,https://i.ytimg.com/vi/NHZr6P1csiY/default.jpg,,"['Graphics', 'Animation', 'Graphic design']","['Graphic design', 'Design', 'Illustration', 'Cartoon', 'Text', 'Graphics', 'Meter']"
G4BxOhJOmUw,36043,https://i.ytimg.com/vi/G4BxOhJOmUw/default.jpg,RACHEL'S ENGLISH TRIFLE,"['Food', 'Tableware', 'Ingredient', 'Dessert', 'Recipe', 'Dairy product', 'Trifle', 'Produce', 'Comfort food', 'Verrine']","['Sundae', 'Ais kacang', 'Red bean ice', 'Granita', 'Milkshake', 'Syllabub', 'Gelato', 'Custard', 'Ice Cream', 'Parfait']"
Ba4j_q02FM4,32146,https://i.ytimg.com/vi/Ba4j_q02FM4/default.jpg,12 CRINGE,"['Lips', 'Happiness', 'Facial expression', 'Tooth', 'Eyelash', 'Blond', 'Gesture', 'Long hair', 'Tongue', 'Laughter']","['Text', 'Album cover', 'Photo caption', 'Album', 'Meter', 'Subtitle']"
c0bsKc4tiuY,55583,https://i.ytimg.com/vi/c0bsKc4tiuY/default.jpg,TED THING,"['Stage', 'Design', 'Presentation', 'Speech']","['Display device', 'Liquid-crystal display', 'Computer Monitor', 'Backlight', 'Electronic visual display', 'Output device', 'Slide show', 'Presentation', 'built-in', 'used']"
2nshBD9EbxE,21338,https://i.ytimg.com/vi/2nshBD9EbxE/default.jpg,NOW TO MAKE A WOODEN KATANA,['Plank'],"['Tom Vasel', 'Longboard', 'Skateboard', 'Longboarding', 'Longboard Decks', 'Skateboarding', 'Surfboard', 'Sports equipment', 'Mike Dilisio']"
JWAvRIpuj1U,0,https://i.ytimg.com/vi/JWAvRIpuj1U/default.jpg,五,"['White-collar worker', 'Television presenter', 'News', 'Logo', 'Television show', 'Flag', 'Official', 'Spokesperson', 'Businessperson', 'Government']","['Speech', 'Pronunciation', 'Cambridge Academic Content Dictionary Reference Book with CD-ROM', 'Cambridge Dictionary', ""Cambridge Advanced Learner's Dictionary"", 'Word', 'Grammar', 'Dictionary', 'Thesaurus', 'English']"
DtWriozwdR0,1082,https://i.ytimg.com/vi/DtWriozwdR0/default.jpg,Ο HEART RATE MONITOR,"['Advertising', 'Screenshot', 'News', 'Photo caption']","['Screenshot', 'Snipping Tool', 'Windows 10', 'Computer Monitor', 'Computer', 'Operating System', 'Display device', 'Microsoft Windows', 'Personal computer']"
DzNwinmBawo,11287,https://i.ytimg.com/vi/DzNwinmBawo/default.jpg,YouTubewell,"['Red', 'Text', 'Font', 'Screenshot', 'Number', 'Web page']","['Screenshot', 'Software', 'Text', 'Web page', 'Meter', 'World Wide Web']"
arJ5h2TY3I4,82320,https://i.ytimg.com/vi/arJ5h2TY3I4/default.jpg,,"['Entertainment', 'Happiness', 'Choreography', 'Performing Arts', 'Dance', 'Graphics', 'Animation', 'Graphic design']",[]
icNjK6xATjs,235,https://i.ytimg.com/vi/icNjK6xATjs/default.jpg,,"['Chin', 'Eyebrow', 'Forehead', 'Jaw', 'Facial expression', 'Wrinkle', 'White-collar worker', 'Necktie', 'Official', 'Businessperson']","['Israel', 'Prime minister', 'Prime Minister of Israel', 'Iran', 'Politics', 'Shalom Lipner', 'Trita Parsi', 'Sara Netanyahu']"
xVU8nEIsapY,34061,https://i.ytimg.com/vi/xVU8nEIsapY/default.jpg,DON'T DATE MY CRAPPY FRIENDS,"['Happiness', 'Smile', 'Facial expression', 'Tooth', 'Step cutting', 'Laughter', 'Advertising', 'Feathered hair', 'Photo caption', 'Film']",['Meter']
ET6XGZqOyjY,85648,https://i.ytimg.com/vi/ET6XGZqOyjY/default.jpg,before after $4 Goodwill,"['Dress', 'Shoulder', 'One-piece garment', 'Formal wear', 'Cocktail dress', 'Day Dress', 'Waist', 'Fashion design', 'Human back', 'Little black dress']","['Screenshot', 'Snipping Tool', 'Windows 10', 'Print Screen', 'Computer', 'Computer Monitor', 'Microsoft Windows', 'Operating System', 'screenshot']"
w77zPAtVTuI,48446,https://i.ytimg.com/vi/w77zPAtVTuI/default.jpg,,"['Soil', 'Plant stem', 'Compost', 'Root']","['Phasmids', 'Insects', 'Common walkingstick', 'Mantis', 'Leaf insects', 'Phasma', 'Giant Walkingstick', 'Walking', 'Walking stick', 'Camouflage']"
07S_Glj3uYs,74011,https://i.ytimg.com/vi/07S_Glj3uYs/default.jpg,,['Graphic design'],[]
n5IdKE3rhII,10072,https://i.ytimg.com/vi/n5IdKE3rhII/default.jpg,INSTA-STALK,"['Facial hair', 'Beard', 'Moustache', 'Design']",['Meter']
H0g4JxKp4fc,159805,https://i.ytimg.com/vi/H0g4JxKp4fc/default.jpg,,"['Electronic device', 'Display device', 'Peripheral', 'Technology', 'Computer', 'Flat-panel display', 'Computer hardware', 'Computer monitor', 'Desktop computer', 'Gadget']","['TV', 'Television', 'Cough', 'Liquid-crystal display', 'LED-backlit LCD', 'delete', 'just', 'Facepalm', 'YouTube']"
r4qSDOHeWjk,25710,https://i.ytimg.com/vi/r4qSDOHeWjk/default.jpg,HOU! BURGER,"['Facial hair', 'Beard', 'Sandwich', 'Moustache', 'Buffalo burger', 'Hamburger', 'Bun', 'Finger food', 'Bread', 'Fast food']","['Alvin Cailan', 'George Motz', 'Cheeseburger', 'Jucy Lucy', 'Burger', 'The Burger Show', 'Whopper', 'Sandwich', 'Bacon', 'Grilled Cheese Burger']"
puREqwXzyCI,8839,https://i.ytimg.com/vi/puREqwXzyCI/default.jpg,CALM ON BROADWAY!,"['Facial expression', 'Happiness', 'Entertainment', 'Performing Arts', 'Performance', 'Laughter', 'Photo caption', 'Advertising', 'News']","['Display device', 'Computer Monitor']"
ZXEmAGAV8kA,536,https://i.ytimg.com/vi/ZXEmAGAV8kA/default.jpg,DETROIT,"['Advertising', 'Display device', 'Logo', 'Luxury vehicle', 'Concept car', 'Mid-size car', 'Subcompact car', 'City car', 'Hatchback', 'Sport utility vehicle']","['SUV', 'General Motors', 'Minivan', 'Saab Automobile', 'Ford Motor Company', 'Toyota', 'BMW', 'Compact car', 'Crossover SUV']"
ZJDMWVZta3M,395711,https://i.ytimg.com/vi/ZJDMWVZta3M/default.jpg,TEASER TRAILER,"['Facial expression', 'Happiness', 'Animation', 'Animated cartoon', 'Graphics', 'Fictional character', 'Laughter']","['official', 'Cartoon', 'Animation', 'Teaser trailer', 'animated cartoon', 'Meter', 'Trailer', 'The Incredibles', 'Incredibles 2', 'The Incredibles']"
76-ui4F8DJ0,2049,https://i.ytimg.com/vi/76-ui4F8DJ0/default.jpg,JUSTICE LEAGUE WILL FAIL TO REACH $700 MILLION AT BOX OFFICE,"['Superhero', 'Hero', 'Justice League', 'Fictional character', 'Action', 'Poster', 'Film', 'Batman', 'Cape', 'Publication']","['Ray Fisher', 'Justice League', ""Zack Snyder's Justice League"", 'Batman v Superman: Dawn of Justice', 'Superman', 'Man of Steel', 'DC Extended Universe', 'DC Comics', 'Superhero', 'Justice League']"
bYXM3uz1bjM,5999,https://i.ytimg.com/vi/bYXM3uz1bjM/default.jpg,vevo,"['Night', 'Graphics', 'Kit car', 'Neon']","['Computer', 'Computer Monitor', 'Screen printing', 'Display device', 'Video display controller', 'Output device', 'Projector Screen', 'MJR', 'create']"
q8v9MvManKE,87892,https://i.ytimg.com/vi/q8v9MvManKE/default.jpg,,"['Happiness', 'Cartoon', 'Animation', 'Illustration', 'Graphics', 'Clip art', 'Animated cartoon', 'Graphic design']","['Cartoon', 'Animation', 'Cartoon Network', 'Tom and Jerry', 'Episode', 'Cartoon Network India', 'YouTube', 'Humor', 'Cartoon Cartoons']"
jVNepCaqJok,5744,https://i.ytimg.com/vi/jVNepCaqJok/default.jpg,,"['Hand', 'Felidae', 'Felinae', 'Cat', 'Nail', 'Carnivores', 'Thumb', 'Fur', 'Paw', 'Foot']",[]
GBhrvR838Ag,1235,https://i.ytimg.com/vi/GBhrvR838Ag/default.jpg,,"['People', 'Happiness', 'Formal wear', 'White-collar worker', 'Film', 'Conversation', 'Love', 'Necktie', 'Television show', 'Family']","['Prince Harry, Duke of Sussex', 'Kensington Palace', 'Harry & Meghan', 'Nottingham Cottage', 'Wedding of Prince Harry and Meghan Markle', 'Conversation', 'British royal family', 'meaningful', 'closing', 'Interview']"
6xMBmvevhj0,29634,https://i.ytimg.com/vi/6xMBmvevhj0/default.jpg,vevo,"['Facial hair', 'Beard', 'Happiness', 'Entertainment', 'Moustache', 'Performing Arts', 'Photo caption', 'Graphic design', 'Performance', 'Album cover']","['Calvin Harris', 'Music video', 'Nuh Ready Nuh Ready', 'Nuh Ready Nuh Ready', 'Vimeo', 'YouTube', 'Playlist', 'Mubi']"
HF27coLl2-w,3085,https://i.ytimg.com/vi/HF27coLl2-w/default.jpg,february Jovies!,"['Facial expression', 'Pink', 'Happiness', 'Smile', 'Blond', 'Child']",['Meter']
vsA_L1t4vXY,10090,https://i.ytimg.com/vi/vsA_L1t4vXY/default.jpg,TAXLESS FREEPORTS,"['Flag of the United States', 'Flag', 'Flag Day', 'Advertising', 'Veterans Day']","['United States', 'Flag', 'Flag of the United States', 'State flag', 'Symbol', 'just', 'equal', ""Cambridge Learner's Dictionary"", 'Dictionary']"
Pxf8Bf1V0is,8368,https://i.ytimg.com/vi/Pxf8Bf1V0is/default.jpg,MIGHTY THOR BATTLE ROYALE,"['Action', 'Fictional character', 'Hero', 'Poster', 'Game', 'Video Game Software', 'Superhero', 'Film', 'PC game', 'Fire']","['Thor', 'Thor', 'Superhero', 'Marvel Cinematic Universe', 'Dailymotion', 'Thor: Ragnarok', 'Chris Hemsworth', 'Thor', 'Avengers: Doomsday']"
hQW_9ws8OhA,72887,https://i.ytimg.com/vi/hQW_9ws8OhA/default.jpg,,"['Finger', 'Gadget', 'Lighter', 'Nail', 'Thumb', 'Mobile phone', 'Telephony', 'Communication Device', 'Smartphone', 'Portable communications device']","['Animation', 'The Big Trip', 'Cartoon', 'animated cartoon', 'funny', 'Humor', 'Videogyan', 'Tom and Jerry', 'Animated film', 'Nursery rhyme']"
GxmDeU_4UlQ,20206,https://i.ytimg.com/vi/GxmDeU_4UlQ/default.jpg,PUTIN'S WALK,"['Trousers', 'White-collar worker', 'Businessperson', 'Walking', 'Happiness', 'Suit trousers', 'Photo caption']","['Traffic sign', 'Traffic', 'Driving', 'Stop sign', 'Road safety', 'Pedestrian crossing', 'Pedestrian', 'Yield sign', 'Traffic warning sign', 'Intersection']"
Nkl-k_rjn_U,5642,https://i.ytimg.com/vi/Nkl-k_rjn_U/default.jpg,JASON ALDEAN,"['Font', 'Darkness', 'Night', 'Midnight', 'Graphics']","['Graphic design', 'Logo', 'Design', 'Text', 'Meter', 'Graphics']"
LfeEu4_vtfQ,192742,https://i.ytimg.com/vi/LfeEu4_vtfQ/default.jpg,Wish FAME FENTY FOUNDATIONS,"['Personal care', 'Skin Care']","['Animation', 'Meter']"
Nl0iGMkxwcc,4626,https://i.ytimg.com/vi/Nl0iGMkxwcc/default.jpg,,"['Graphics', 'Graphic design']","['Illustration', 'Drawing', 'Illustrator', 'Digital illustration', 'Art', 'Image', 'Sketch', 'Doodle', 'Toons Mag', 'Visual Arts']"
-Qv6p6pTz5I,232840,https://i.ytimg.com/vi/-Qv6p6pTz5I/default.jpg,TRAILER,"['Film', 'Hero', 'Television show', 'Prince', 'News', 'Photo caption']","['Johnny English Strikes Again', 'Screenshot', 'Kevin STRATVERT', 'Snipping Tool', 'Computer', 'Windows 10', 'Image', 'screenshot', 'Computer Monitor']"
QBL8IRJ5yHU,301570,https://i.ytimg.com/vi/QBL8IRJ5yHU/default.jpg,,"['Facial expression', 'Happiness', 'Blond', 'Photo caption', 'Dreadlocks']","['Maren Morris', 'Dailymotion', 'Girl', 'Girl', 'Girl', 'Country music', 'Amazon Prime Video', 'Video on demand']"
uGwcNjWrgaU,0,https://i.ytimg.com/vi/uGwcNjWrgaU/default.jpg,,"['Lips', 'Happiness', 'Long hair', 'Brown hair', 'Layered hair', 'Portrait photography', 'Throat', 'Plus-size model', 'Model', 'Step cutting']",[]
YML2DM0K8DQ,8544,https://i.ytimg.com/vi/YML2DM0K8DQ/default.jpg,COMME vevo,"['Font', 'Graphics', 'Graphic design']","['Logo', 'Meter']"
VRJmcxCrAOA,1001244,https://i.ytimg.com/vi/VRJmcxCrAOA/default.jpg,,"['Flooring', 'Balance']","['Dude Perfect', 'YouTube', 'Entertainment', 'Episode', 'just', 'other', 'Cory Cotton', 'Coby Cotton', 'Garrett Hilbert']"
X2BfTXIwABo,9560,https://i.ytimg.com/vi/X2BfTXIwABo/default.jpg,,"['Superhero', 'Fictional character', 'Cartoon', 'Hero', 'Animated cartoon', 'Animation', 'Fiction', 'Comics', 'Mythology', 'CG artwork']","['Marvel the X-Men: 100 Collectible Comic Book Cover Postcards', 'Marvel Comics', 'Comics', 'Marvel Cinematic Universe', 'Superhero', 'Marvel', 'Comic book', 'Graphic novel', 'Avengers']"
HHauPi8CS4k,4052,https://i.ytimg.com/vi/HHauPi8CS4k/default.jpg,,"['Happiness', 'Child', 'Toy dog', 'Photo caption', 'Canidae']","['Cody Lyon', 'Animation', 'Inside Out 2', 'Cartoon', 'Pixar', 'Animator', 'Animated film', 'Cel', 'Live action']"
xf-dywd3zx0,457519,https://i.ytimg.com/vi/xf-dywd3zx0/default.jpg,BTS,[],"['Permission to Dance on Stage', 'BTS', 'Documentary', 'Boy band', 'Docuseries', 'Entertaining', 'Trailer', 'Burn the Stage: The Movie']"
ZCPwpcurYns,352409,https://i.ytimg.com/vi/ZCPwpcurYns/default.jpg,,['Film'],"['The Buddha', 'Lumbini', 'Bodh Gaya', 'Kalpa', ""Inner Engineering: A Yogi's Guide to Joy"", 'Sacred fig', 'lost', 'create', 'defeat of Mara', 'available']"
bJWDajO2SZE,165586,https://i.ytimg.com/vi/bJWDajO2SZE/default.jpg,LAZY FOOD GADGETS,"['Food', 'Smile', 'Facial expression', 'Ingredient', 'Happiness', 'Food craving', 'Eating', 'Recipe', 'Cooking', 'Comfort food']","['Narutomaki', 'Animation', 'Cantaloupe', 'Cartoon', 'Junk food', 'animated cartoon', 'Junk Food (M)']"
mQ055hHdxbE,143765,https://i.ytimg.com/vi/mQ055hHdxbE/default.jpg,,"['Zebra', 'Steppe', 'Ranch', 'Animal training', 'Farm', 'Savanna']","['German Shepherd', 'Bullmastiff', 'Dobermann', 'Giant Schnauzer', 'Great Dane', 'Rottweiler', 'Guard dog', 'Dog Breed', 'Giant dog breed', 'Pinscher']"
96oKlWv5wSo,10561,https://i.ytimg.com/vi/96oKlWv5wSo/default.jpg,,"['Flame', 'Cooking', 'Fire', 'Meat', 'Food', 'Grilling', 'Roasting', 'Barbecue', 'Smoke']","['Flame', 'Flame', 'Alphaville', ""We Gon' Reign"", 'Music video', 'Pixabay', 'Album', 'Flame', 'Spotify', '1997']"
cIriwVhRPVA,18336,https://i.ytimg.com/vi/cIriwVhRPVA/default.jpg,vevo,"['Happiness', 'Gesture', 'Child']","['Sigrid', 'Don’t Feel Like Crying', 'Country music', 'Phonograph record', 'Music theory', 'Girl', 'Album', 'Sucker Punch', 'Ordinary Girl', 'Girl']"
KtlERZ5WnaU,21236,https://i.ytimg.com/vi/KtlERZ5WnaU/default.jpg,,"['Eyebrow', 'Lips', 'Forehead', 'Jaw', 'Eyelash', 'Facial hair', 'Cosmetics', 'Personal care', 'Hair removal', 'Shaving']","['James Charles', 'Human', 'Human evolution', 'Species', ""Rag'n'Bone Man"", 'YouTube', 'Anthropocentrism', 'popular', 'Evolution']"
_wNZbgBPz1Q,19494,https://i.ytimg.com/vi/_wNZbgBPz1Q/default.jpg,,['Long hair'],['Blond']
IgUlowmSeHo,13907,https://i.ytimg.com/vi/IgUlowmSeHo/default.jpg,HOW A MESSED UP CHILDHOOD AFFECTS YOU IN ADULTHOOD,"['Text', 'Font', 'Happiness', 'Child', 'Photo caption']","['Sketch', 'Meter']"
KUUjtUP2CrE,54340,https://i.ytimg.com/vi/KUUjtUP2CrE/default.jpg,vevo,"['Eyebrow', 'Lips', 'Eyelash', 'Beauty', 'Facial expression', 'Lipstick', 'Eye liner', 'Cosmetics', 'Eye shadow', 'Mascara']","['Blond', 'Human hair color', 'Hair', 'Color', 'Guide', 'other', 'Grammar', 'Yellow', 'Word', 'proper']"
Pc1Obe1BWhc,31,https://i.ytimg.com/vi/Pc1Obe1BWhc/default.jpg,DICEANA,"['Happiness', 'Leisure', 'Throat', 'Screenshot', 'Portrait photography']",[]
o4fHlldbRHo,6198,https://i.ytimg.com/vi/o4fHlldbRHo/default.jpg,CHUFFED DAD SONG,"['Facial hair', 'Beard', 'Happiness', 'Moustache', 'Plaid', 'Photo caption']","['Photograph', 'Text', 'Photography', 'Photojournalism', 'Image', 'Photo caption', 'Subtitle', 'Fine art', 'Design', 'Camera']"
higZGd1fU4Q,7403,https://i.ytimg.com/vi/higZGd1fU4Q/default.jpg,LIVING BIG,"['Wood', 'Cottage', 'Shed', 'Log cabin', 'Porch', 'Garden buildings', 'Shack', 'Mobile home', 'Outdoor Structure', 'Garden']","['House', 'Housing', 'Real Estate', 'Home', 'Terraced house', 'Rent', 'Owner-occupancy', 'Show house', 'Tiny house movement', 'Guide']"
kton-qrKNLc,286890,https://i.ytimg.com/vi/kton-qrKNLc/default.jpg,vevo,"['Happiness', 'Pleased', 'Photo shoot', 'Makeover']","['Meghan Trainor', 'YouTube Music', 'Music video', 'Music theory', 'No Excuses', 'Lynyrd Skynyrd', 'Album', 'Song', 'All About That Bass', 'Lips Are Movin']"
tvs3yvEcARA,3135,https://i.ytimg.com/vi/tvs3yvEcARA/default.jpg,3D PRINTED!,"['Aircraft', 'Fixed-wing aircraft', 'Aviation', 'Aerospace Engineering', 'Propeller-driven aircraft', 'Air travel', 'Model aircraft', 'Light aircraft', 'General aviation', 'Aerospace manufacturer']","['Graphic design', 'Design', 'Screenshot', 'Text', 'Graphics', 'Meter']"
By6Mi7VlqcU,2616,https://i.ytimg.com/vi/By6Mi7VlqcU/default.jpg,,"['Jacket', 'Facial hair', 'Hat', 'Beard', 'Cap', 'Rapper', 'Crew', 'Hoodie', 'Baseball cap', 'Beanie']","['Eminem', 'DJ Whoo Kid', 'Eminem: E', 'Shade 45', 'Shade 45', 'Rapping', 'Eminem Speaks', '3 a.m.', 'create', 'Rapper']"
sV7QeEJ9daI,3523,https://i.ytimg.com/vi/sV7QeEJ9daI/default.jpg,(BT),"['Food', 'Ingredient', 'Fast food', 'Meat', 'Finger food', 'Bread', 'Recipe', 'Breakfast', 'Staple food', 'Sandwich']","['Shashlik', 'Kebab', 'Yakitori', 'Churrasco', 'Chicken Shashlik', 'Chicken Shashlik with Gravy', 'Spice', 'Bacon', 'Fast food', 'Cooking']"
EEzj0HMz5Bc,190360,https://i.ytimg.com/vi/EEzj0HMz5Bc/default.jpg,,"['Facial expression', 'Happiness', 'Gesture', 'Collage']",[]
AIrxDop0GCQ,5254,https://i.ytimg.com/vi/AIrxDop0GCQ/default.jpg,INSIDER,"['Foot', 'Barefoot', 'Calf', 'Toe', 'Clay', 'Child']",[]
6VhU_T463sU,4503,https://i.ytimg.com/vi/6VhU_T463sU/default.jpg,,"['Horn', 'Antler', 'Headpiece', 'Goth subculture']","['French Horn', 'Thor: Ragnarok', 'Horn', 'Hela', 'Natural horn', 'Orchestra', 'Marvel Studios', 'Talented', '3D printing']"
prmQgSpV3fA,55039,https://i.ytimg.com/vi/prmQgSpV3fA/default.jpg,97 IRO BLACK THOUGHT,"['Eyewear', 'Hat', 'Vision Care', 'Facial hair', 'Sun hat', 'Beard', 'Moustache', 'Sunglasses', 'Cap', 'Fedora']","['Black Thought', 'Freestyle music', 'Musician', 'Fedora', 'Artist', 'Freestyle rap']"
LlQdOHakvHg,1725,https://i.ytimg.com/vi/LlQdOHakvHg/default.jpg,BURNING QUESTIONS W BUTE THEIR MESA,"['Happiness', 'Smile', 'Advertising', 'Photo caption', 'Laughter']","['Animation', 'Cartoon', 'Pixar', 'Animator', 'Animated film', 'Live action', 'Illustration', 'Anime', 'Cel']"
KUUjtUP2CrE,40021,https://i.ytimg.com/vi/KUUjtUP2CrE/default.jpg,vevo,"['Eyebrow', 'Lips', 'Eyelash', 'Beauty', 'Facial expression', 'Lipstick', 'Eye liner', 'Cosmetics', 'Eye shadow', 'Mascara']","['Blond', 'Human hair color', 'Hair', 'Color', 'eumelanin', 'Dye', 'Pigment', 'Guide', 'Gold', 'Tint, shade and tone']"
CJRw18MtRPg,38079,https://i.ytimg.com/vi/CJRw18MtRPg/default.jpg,,"['Hand', 'Finger', 'Nail', 'Thumb', 'Office supplies', 'Tool', 'Office Instrument', 'Writing implement', 'Artisan']","['Smoking cessation', 'Nicotine replacement therapy', 'Nicotine nasal spray', 'Tobacco smoking', 'Varenicline', 'Nicotine', 'Lung cancer', 'Therapy', 'Medicine', 'Inhaler']"
9qRqfWJ6ONU,6025,https://i.ytimg.com/vi/9qRqfWJ6ONU/default.jpg,,"['Car', 'Personal luxury car', 'Executive car', 'Luxury vehicle', 'BMW', 'Sedan', 'Performance car', 'Sports sedan', 'Mid-size car', 'Full-size car']","['Compact sport utility vehicle', 'SUV', 'Compact car', 'Car', 'Land Rover Discovery Sport', 'Pickup truck', 'Toyota Corolla', 'KIA Sportage', 'Luxury car', 'Mid-size car']"
OZsYiWBgFOk,11472,https://i.ytimg.com/vi/OZsYiWBgFOk/default.jpg,SPY WHO DUMPED ME,"['Thigh', 'Physical fitness', 'Exercise', 'Film', 'Hip', 'Advertising', 'Photo caption', 'Professional fitness coach']","['Mila Kunis', 'Sam Heughan', 'The Spy Who Dumped Me', 'Dailymotion', 'Comedy', 'Girl', 'Trailer']"
5PR3Hn6cQ60,38114,https://i.ytimg.com/vi/5PR3Hn6cQ60/default.jpg,SEPHORA CLEARANCE,"['Personal care', 'Advertising', 'Cosmetics', 'Nail', 'Makeover', 'Mobile phone', 'Customer', 'Lipstick', 'Gadget']",[]
LLiXwMQW_VQ,7229,https://i.ytimg.com/vi/LLiXwMQW_VQ/default.jpg,,"['Flame', 'Fire', 'Heat', 'Cleanliness', 'Smoke']","['Art', 'Cincinnati Art Museum', 'Hans Memling', 'Artist', 'Creativity', 'Painting', 'Masterpiece', 'Artistic inspiration', 'create', 'Style']"
YI3tsmFsrOg,234079,https://i.ytimg.com/vi/YI3tsmFsrOg/default.jpg,BACTERIOPHAGE,"['Graphic design', 'Graphics', 'Night', 'Animation', 'Science', 'Star', 'Screenshot']","['Fly', 'Light', 'Pterygota', 'Termite', 'Street light', 'Alate', 'Window', 'Light source', 'Light pollution', 'Lamp']"
gHZ1Qz0KiKM,22594,https://i.ytimg.com/vi/gHZ1Qz0KiKM/default.jpg,,"['Gadget', 'Electronic device', 'Communication Device', 'Telephony', 'Mobile phone', 'Nail', 'Technology', 'Portable communications device', 'Smartphone', 'Mobile device']","['Selfie', 'Selfie', 'The Chainsmokers', 'Photograph', 'Photography', 'Self-portrait', '#SELFIE', 'Portrait', 'Portrait photography', 'self-portrait photography']"
pfM1F0fBTo8,49424,https://i.ytimg.com/vi/pfM1F0fBTo8/default.jpg,MEET MY DOG,"['Facial expression', 'Snout', 'Dog', 'Happiness', 'Toy dog', 'Puppy', 'Pug', 'Animation', 'Animated cartoon', 'Canidae']","['Cartoon', 'Cartoon Network', 'Animation', 'Cartoon Network India', 'Cartoon Cartoons', 'Tom and Jerry', 'YouTube', 'Humor', 'Relax Bear']"
LnFsp6iM5dg,133528,https://i.ytimg.com/vi/LnFsp6iM5dg/default.jpg,BEFORE B AFTER,['Photo caption'],"['Photo caption', 'Subtitle']"
x_IG4DeedB4,16737,https://i.ytimg.com/vi/x_IG4DeedB4/default.jpg,TECH SUPPORT,"['Facial expression', 'Happiness', 'Graphics', 'Animation']","['Cartoon', 'Meter']"
IBHx9uwCy3w,11524,https://i.ytimg.com/vi/IBHx9uwCy3w/default.jpg,,"['Facial expression', 'Gesture', 'Necktie', 'Thumb', 'Driving']","['Car', 'Driving', 'Driving school', 'Road safety', 'Traffic', 'Driving instructor', 'Zutobi', 'Ford Tempo', 'Driving test', 'Smart Drive Test Inc.']"
