video_id,likes,thumbnail_link,extracted_text,labels,web_entities
XcqS9okipTU,12496,https://i.ytimg.com/vi/XcqS9okipTU/default.jpg,,[],[]
DcCh33lJLMw,82691,https://i.ytimg.com/vi/DcCh33lJLMw/default.jpg,YOGA HALLENGE,"['Entertainment', 'Physical fitness', 'Yoga', 'Performing Arts', 'Exercise', 'Yoga pants', 'Choreography', 'Hip', 'Acrobatics', 'Balance']","['Sergei Polunin', 'The Dancer', 'Smokie', 'Film director', 'Dancer', 'Trailer', 'Vimeo', 'Tina Turner', 'Dancer', 'Steven Cantor']"
UwdLlnPaRAU,19849,https://i.ytimg.com/vi/UwdLlnPaRAU/default.jpg,WIRE дема,"['Active Shirt', 'Skateboard Deck', 'Skateboard']","['Tony Hawk', 'Sitting', 'Posture', 'Ergonomics', 'unavailable', 'Health', 'Human body', 'Athlete Speakers', 'Skateboarding', 'Skateboard']"
-txKpma65ZU,4921,https://i.ytimg.com/vi/-txKpma65ZU/default.jpg,FORCED ARBITRATION,"['News', 'Television presenter', 'Blond', 'Television show', 'Display device', 'Spokesperson']","['CBS Evening News', 'Television', 'Broadcasting', 'Live television', 'Host', 'Journalist', 'TV show host', 'Newsmax', 'Tony Dokoupil', 'Ernie Anastos']"
SwqUpegUT2Q,5348,https://i.ytimg.com/vi/SwqUpegUT2Q/default.jpg,Director Interview AVENGERS Russo Bros BIG,"['Fictional character', 'Superhero', 'Hero', 'Avengers', 'Supervillain', 'Captain America']",['Meter']
682vsLy3TtE,21,https://i.ytimg.com/vi/682vsLy3TtE/default.jpg,,"['White-collar worker', 'Suit', 'Necktie', 'Meeting', 'Official', 'Government', 'Debate', 'Businessperson', 'Television show', 'Spokesperson']","['official', 'Businessperson']"
fJJBAwiOjRI,10191,https://i.ytimg.com/vi/fJJBAwiOjRI/default.jpg,,"['Happiness', 'Headgear', 'Facial expression', 'Smile', 'Knit cap', 'Fun', 'Facial hair', 'Beanie', 'Beard', 'Holiday']","['Photo caption', 'Animation', 'Internet', 'Internet meme', 'Cartoon', 'Meme', 'animated cartoon', 'Friendship', 'Subtitle']"
8XBLuU_4Qgo,22750,https://i.ytimg.com/vi/8XBLuU_4Qgo/default.jpg,TODAY TODAY,"['Food', 'Television presenter', 'Television show', 'News', 'Recipe', 'Flower Arranging', 'Houseplant']","['Elizabeth Huberdeau', 'John Cena', 'Girl', 'Dailymotion', 'Girl', 'Girl', 'Country music', 'Curzon']"
6ZfuNTqbHE8,2555411,https://i.ytimg.com/vi/6ZfuNTqbHE8/default.jpg,OFFICIAL TRAILER,"['Action', 'Film', 'Hero', 'Poster', 'Fictional character', 'Video Game Software', 'Avengers', 'Superhero', 'Fiction']","['Avengers: Infinity War', 'Hulk', 'Thanos', 'Marvel Studios', 'Superhero', 'Marvel Entertainment', 'Marvel Cinematic Universe', 'Trailer', 'Avengers: Doomsday']"
spuXN0ccRQ8,17753,https://i.ytimg.com/vi/spuXN0ccRQ8/default.jpg,LEYDEN JAR APP,"['Bottle', 'Fluid', 'Liquid', 'Plastic bottle', 'Drinkware', 'Water bottle', 'Plastic', 'Glass', 'Personal care', 'Nail']","['Cattleya orchids', 'Narcissus', 'Meter']"
BZt0qjTWNhw,27777,https://i.ytimg.com/vi/BZt0qjTWNhw/default.jpg,CAT CATCHES LASER,"['Cat', 'Felinae', 'Felidae', 'Carnivores', 'British Shorthair', 'Snout', 'Whiskers', 'Photo caption', 'Chartreux', 'Advertising']","['Tonkinese cat', 'American Wirehair', 'German Rex', 'Australian Mist', 'Arabian Mau', 'Aegean cat', 'Burmese cat', 'Napoleon cat', 'Felidae', 'Kitten']"
H-kKZujl8CI,1001,https://i.ytimg.com/vi/H-kKZujl8CI/default.jpg,,"['Cloud', 'Highland', 'Cumulus', 'atmospheric phenomenon', 'Terrain', 'geological phenomenon', 'Meteorological phenomenon', 'Prairie', 'Fell', 'Steppe']","['Mount Rainier', 'Mount Scenery', 'Mount Shasta', 'Mountain', 'Hiking', 'Magazine Mountain', 'Trail', 'perfect', 'Travel', 'Photography']"
UFz3K9ByUqE,6723,https://i.ytimg.com/vi/UFz3K9ByUqE/default.jpg,4,"['Electronic device', 'Event', 'Audio equipment', 'Entertainment', 'Microphone', 'Song', 'Singing', 'Performance', 'Blond', 'Performing Arts']","['YouTube', 'BMG', 'continual', 'available', 'contented', 'check', 'robust', 'Teleprompter']"
vDyYMcjf500,7268,https://i.ytimg.com/vi/vDyYMcjf500/default.jpg,DID YOUKNOW GAMING FORTNITE BATTLE ROYALE,"['Fictional character', 'Supervillain', 'Video Game Software']",['Meter']
zuVxgSvyffk,5203,https://i.ytimg.com/vi/zuVxgSvyffk/default.jpg,THIS MIGHT GET A TRAILER,"['Facial expression', 'Smile', 'Happiness']","['Jennifer Shahade', 'Chess', 'Chess opening', 'History of chess', 'Checkmate', 'Chess piece', 'Board Game', 'Chessly', 'Grandmaster']"
Wz_YwUpNOcw,38521,https://i.ytimg.com/vi/Wz_YwUpNOcw/default.jpg,,"['Mountain range', 'Hill station', 'Summit', 'Valley', 'Ridge', 'Alps', 'Massif', 'Mount Scenery', 'National park']","['Album', 'Ye', 'The College Dropout', 'Studio album', 'Rapping', 'Music video', 'Rapper', 'Album cover', 'Spotify', 'Image']"
CUNq2_VjRn4,238247,https://i.ytimg.com/vi/CUNq2_VjRn4/default.jpg,LUCAS SPIDER ENCORE!..,"['Happiness', 'Pest', 'Animation', 'Snout', 'Film', 'Animated cartoon']","['Tibetan spaniel', 'Pekingese', 'Cavalier King Charles Spaniel', 'Shih Tzu', 'Three-toed sloth', 'English Cocker Spaniel', 'Lhasa Apso', 'Sloths', 'Lemurs', 'Slow loris']"
PeYARbPHcvk,34575,https://i.ytimg.com/vi/PeYARbPHcvk/default.jpg,DETECTIVE PIKACHU,"['Toy', 'Screenshot', 'Video Game Software', 'Animation', 'Animated cartoon', 'Pokémon']","['Harrier', 'English Foxhound', 'Beagle', 'Dog Breed', 'Hound', 'Northern harrier', 'Show dog', 'Harrier Jump Jet', 'Birds', 'Breed']"
WknsomB28mE,20493,https://i.ytimg.com/vi/WknsomB28mE/default.jpg,,"['Lips', 'Eyelash', 'Cosmetics', 'Personal care', 'Child']",['Meter']
_yThFcog0nA,39739,https://i.ytimg.com/vi/_yThFcog0nA/default.jpg,OGE,"['Eyebrow', 'Lips', 'Nose', 'Beauty', 'Facial expression', 'Eyelash', 'Black hair', 'Tooth', 'Nail', 'Cosmetics']","['Maren Morris', 'Fashion', 'Spotify', 'Cosmetology', 'Girl', 'Aparat', 'Streaming media', 'Makeup', 'Country music']"
Kemqo35m8gk,12041,https://i.ytimg.com/vi/Kemqo35m8gk/default.jpg,,"['Blue', 'Toy', 'Plastic', 'LEGO', 'Fictional character', 'Action figure', 'Figurine', 'Baby toys']","['Cartoon', 'Animation', 'Cartoon Network India', 'Cartoon Network', 'Episode', 'Tom and Jerry', 'Cartoon Cartoons', 'Humor', 'YouTube']"
D0N3qaqXymY,892,https://i.ytimg.com/vi/D0N3qaqXymY/default.jpg,NEWS,"['Protective gear in sports', 'Jersey', 'Sports Uniform', 'Thigh', 'competition event', 'Football--Equipment and supplies', 'Protective equipment in gridiron football', 'Sportswear', 'Football helmet', 'Helmet']","['Entlebucher Mountain Dog', 'Dachshund', 'Police dog', 'Guard dog', 'Dairy', 'Dairy cattle', 'Dog']"
6SjslBAJkJI,10237,https://i.ytimg.com/vi/6SjslBAJkJI/default.jpg,PASSENGER,"['Advertising', 'Night']","['Screenshot', 'Meter']"
Zfpf5dnYA4Q,2386,https://i.ytimg.com/vi/Zfpf5dnYA4Q/default.jpg,CONCRETE ROLLER Ti,"['Plastic', 'Pipe', 'Household Cleaning Supply']",['Meter']
flLc6LmAG6c,14243,https://i.ytimg.com/vi/flLc6LmAG6c/default.jpg,,[],"['Screenshot', 'Snipping Tool', 'screenshot', 'Windows 10', 'Computer', 'Computer Monitor', 'Operating System', 'just', 'Digital image']"
WoFqmF9GHWg,7198,https://i.ytimg.com/vi/WoFqmF9GHWg/default.jpg,NETFLIX BRIGHT,"['Poster', 'Film', 'Zombie']","['Human', 'Meter']"
22iCU_bsApA,5990,https://i.ytimg.com/vi/22iCU_bsApA/default.jpg,FAIRT FIRST TAKE,"['News', 'Facial hair', 'Beard', 'Moustache', 'Television show', 'Advertising']","['TheOdd1sOut', 'Cody Lyon', 'Animation', 'Inside Out 2', 'Cartoon', 'Animator', 'Storyboard', 'Illustration', 'Film frame', 'Pixar']"
-C_rvt0SwLE,362913,https://i.ytimg.com/vi/-C_rvt0SwLE/default.jpg,vevo,"['Astronomical object', 'Universe', 'Star', 'Graphic design', 'Lens flare', 'Graphics', 'Astronomy', 'Science', 'Nebula', 'Galaxy']","['Ultrawide formats', '21:9 aspect ratio', 'Aspect ratio', '4K resolution', '16:9 aspect ratio', 'Widescreen', 'Computer Monitor', 'CinemaScope', 'Imagine Dragons', 'Smart TV']"
jLCHpZ6B1gU,28724,https://i.ytimg.com/vi/jLCHpZ6B1gU/default.jpg,13325 YOURKE EASY,"['Musical instrument', 'String instrument', 'Plucked string instrument', 'Chordophone', 'Guitar', 'Guitarist', 'Musician', 'Music', 'Entertainment', 'Folk instrument']","['Ssireum', 'Siderum', 'Bandcamp', 'YouTube', 'Wrestling', 'Intangible cultural heritage', 'Martial Art', 'NOOT NOOT FUNK']"
H5tK00zL6EQ,14970,https://i.ytimg.com/vi/H5tK00zL6EQ/default.jpg,,"['Eyewear', 'Glasses', 'Vision Care', 'Eyebrow', 'Forehead', 'Nose', 'Jaw', 'Mouth', 'Eye', 'Facial expression']","['Gentleman', 'Gentleman', 'Mind of a Genius Records', 'Mind of a Genius', 'kinocheck.com', 'famous', 'YouTube', 'Film producer', 'Trailer']"
9o2FXVhjLyY,1448,https://i.ytimg.com/vi/9o2FXVhjLyY/default.jpg,,"['Silver', 'Packaging and labeling', 'Box', 'Food', 'Label']","['Bánh tẻ', 'Chocolate bar', 'Chocolate truffle', 'Nacatamal', 'Chocolate', 'Panforte', 'Corunda', 'Bánh', 'Petit four', 'Rice']"
GBTV5ekQwWw,40164,https://i.ytimg.com/vi/GBTV5ekQwWw/default.jpg,W W REAW,"['Entertainment', 'Stage', 'Performance', 'Performing Arts']","['available', 'continual', 'BMG', 'contented', 'YouTube', 'check', 'robust']"
UUreMfN5eNA,675,https://i.ytimg.com/vi/UUreMfN5eNA/default.jpg,,"['Machine', 'Still life photography']",[]
Swv1il6PpN4,11107,https://i.ytimg.com/vi/Swv1il6PpN4/default.jpg,INSIDER,"['Food', 'Ingredient', 'Dessert', 'Recipe', 'Cake', 'Comfort food', 'Baking', 'Staple food', 'Finger food']","['Stuffing', 'Deviled egg', 'Taco', 'Stuffed mushrooms', 'Mushroom', 'Cheese Stuffed Mushrooms', 'Bacon stuffed mushrooms', 'Cream', 'Cheese', 'Chicken']"
2jSWMme12ik,3432,https://i.ytimg.com/vi/2jSWMme12ik/default.jpg,THE KENTKOKY DERBY NBC FULL RACE,"['Horse', 'Bridle', 'Animal sports', 'Horse tack', 'Jockey', 'Halter', 'Horse Supplies', 'Rein', 'equestrian sport', 'Working animal']","['Screenshot', 'Snipping Tool', '2025 Kentucky Derby', 'Computer Monitor', 'Windows 10', 'Computer', 'screenshot', 'just', 'Operating System']"
lWHZKP6xXHU,60117,https://i.ytimg.com/vi/lWHZKP6xXHU/default.jpg,,"['Facial expression', 'Cartoon', 'Fictional character', 'Animation', 'Happiness', 'Animated cartoon', 'Child art']","['Cartoon', 'Animation', 'animated cartoon', 'Meter']"
SMvZa784oow,30014,https://i.ytimg.com/vi/SMvZa784oow/default.jpg,10 MINUTE MAKEUP HENNY!,"['Eyelash', 'Blond', 'Makeover', 'Eye shadow', 'Cosmetics', 'Lipstick', 'Eye liner', 'Feathered hair', 'Hair care', 'Mascara']","['Maren Morris', 'Dailymotion', 'Girl', 'Girl', 'Album', 'Girl', 'Country music', 'Song']"
rDGt6F3xTcw,225,https://i.ytimg.com/vi/rDGt6F3xTcw/default.jpg,SWELDS,"['Video Game Software', 'Game', 'PC game', 'Model car', 'Kit car', 'Performance car', 'Sports car', 'Advertising', 'Custom car', 'Night']","['By The Calm Water', 'Trailer', 'Tonight’s the Night, Part II', '92914', 'YouTube', 'IMDb', 'Art Director', 'just', ""Can't Feel My Face""]"
jZoHuMwZwTk,16048,https://i.ytimg.com/vi/jZoHuMwZwTk/default.jpg,,"['Cylinder', 'Natural material']",['Lighting']
AWtpYfjylCo,5840,https://i.ytimg.com/vi/AWtpYfjylCo/default.jpg,OFF THE GRID,"['Hay', 'Agriculture', 'Straw', 'Field', 'Steppe', 'Farm']","['Dogo Argentino', 'American Pit Bull Terrier', 'American Staffordshire Terrier', 'Staffordshire Bull Terrier', 'Córdoba fighting dog', 'Dogue de Bordeaux', 'Bullmastiff', 'Bull Terrier', 'Tosa', 'Rhodesian Ridgeback']"
OdJh_Q5XY4U,2321,https://i.ytimg.com/vi/OdJh_Q5XY4U/default.jpg,FIGHTHYPE.COM,"['Facial expression', 'Facial hair', 'Beard', 'Moustache', 'Photo caption', 'Photobombing']","['Photograph', 'Photography', 'Image', 'Photojournalism', 'Text', 'Gervonta Davis vs. Frank Martin', 'Photo caption', 'Subtitle', 'Camera', 'Composition']"
zYX1bgxEAhw,26783,https://i.ytimg.com/vi/zYX1bgxEAhw/default.jpg,,"['News', 'Patient', 'Hospital']","['senior', 'Retirement', 'Old age', 'United States', 'Guide', 'available', 'Ageing', 'other', 'AARP']"
MsPOzYbEUqo,20119,https://i.ytimg.com/vi/MsPOzYbEUqo/default.jpg,,"['Audio equipment', 'Electronic device', 'Lips', 'Entertainment', 'Performing Arts', 'Microphone', 'Performance', 'Singing', 'Song', 'Music']",['SINGER']
3IaL0li-LWU,1976,https://i.ytimg.com/vi/3IaL0li-LWU/default.jpg,TOP 10 TECH DEALS,"['Electronic device', 'Gadget', 'Technology', 'Display device', 'Box', 'Logo', 'Advertising', 'Plastic', 'Electronics', 'Packaging and labeling']","['Display device', 'Computer Monitor']"
OvHskUT3XTI,2866,https://i.ytimg.com/vi/OvHskUT3XTI/default.jpg,FACING DEATH DOCTOR VLOG,"['Eyebrow', 'Lips', 'Facial expression', 'Eyelash', 'Black hair', 'Cosmetics', 'Nail', 'Selfie', 'Lipstick', 'Makeover']",['Meter']
BJDGBNFxO7o,44077,https://i.ytimg.com/vi/BJDGBNFxO7o/default.jpg,WE Σ LOST him,"['Facial expression', 'Facial hair', 'Beard', 'Happiness', 'Photo caption', 'Advertising', 'Moustache', 'Film']","['Karate', 'Taekwondo', 'Meter']"
p2JpSCYQKFs,4491,https://i.ytimg.com/vi/p2JpSCYQKFs/default.jpg,HOW DO SKIERS WIN RACES?,"['Recreation', 'Winter sports', 'Ski Equipment', 'Outdoor recreation', 'Ski', 'Cross-country skiing', 'Freestyle skiing', 'Nordic combined', 'Sports', 'Individual sport']","['Nordic skiing', 'Telemark skiing', 'Ski', 'Nordic combined', 'Ski mountaineering', 'Snowboarding', 'Skiing', 'Biathlon', 'Freestyle skiing', 'Speed skating']"
hwx2n-Rf0f8,3728,https://i.ytimg.com/vi/hwx2n-Rf0f8/default.jpg,NUTELLA LAVA COOKIES,"['Food', 'Ingredient', 'Finger food', 'Cookies and Crackers', 'Dessert', 'Sandwich cookie', 'Cookie', 'Baking', 'Biscuit', 'Recipe']","['Burger', 'Sausage bun', 'Chocolate sandwich', 'Hot cross bun', 'Bun', 'Bread', 'Cookie', 'Bread roll', 'Breakfast', 'Ingredient']"
JiOXpKU7tWc,13691,https://i.ytimg.com/vi/JiOXpKU7tWc/default.jpg,,"['Eyewear', 'Glasses', 'Eyebrow', 'Vision Care', 'Face', 'Nose', 'Mouth', 'Eye', 'Facial expression', 'Facial hair']","['Selfie', 'The Chainsmokers', '#SELFIE', 'Photograph', 'Self-portrait', 'Portrait', 'create', 'Image', 'Music video', 'popular']"
uYaN4OLxm08,10301,https://i.ytimg.com/vi/uYaN4OLxm08/default.jpg,E EATING HABITS,[],"['Cartoon', 'Animation', 'animated cartoon', 'Meter']"
t6rHHnABoT8,72445,https://i.ytimg.com/vi/t6rHHnABoT8/default.jpg,SPACE SMELLS LIKE BURNT WIRED STEAK,"['Advertising', 'Photo caption', 'Meat', 'Food', 'News']",['Meter']
2fGXDFiFBhg,206489,https://i.ytimg.com/vi/2fGXDFiFBhg/default.jpg,,"['Electronic device', 'Gadget', 'Communication Device', 'Telephony', 'Mobile phone', 'Display device', 'Portable communications device', 'Mobile device', 'Technology', 'Smartphone']","['iPhone X', 'Apple iPhone 13 Pro Max', 'Apple', 'Apple', 'Apple iPhone 13 Mini', 'Smartphone', 'MagSafe', 'iPhone 16e', 'Mobile Phone']"
2XQft9iwSqg,21196,https://i.ytimg.com/vi/2XQft9iwSqg/default.jpg,,"['Youth', 'Happiness', 'Smile', 'Friendship', 'Fun', 'Sitting', 'Long hair', 'Lap', 'Laughter', 'Chordophone']","['Action Figure', 'Since Apparel', 'Mythic Legions Rising Sons Regarionn', 'Newbury Comics', 'Marvel Legends', 'Guide', ""Dave It's Me"", 'Book', 'Transformers Age of the Primes Wreck ‘n Doom Collection Fisitron and Carnivac Action Figure 2-Pack']"
IU-Fo-QEpOI,40648,https://i.ytimg.com/vi/IU-Fo-QEpOI/default.jpg,FACE OFF,"['Logo', 'Happiness', 'Graphics', 'Graphic design']","['Television', 'Smart TV', 'David Katzmaier', 'TV Channel', 'Cable television', 'YouTube', 'CNET', 'create', 'opening']"
XrvedhkDN5A,14513,https://i.ytimg.com/vi/XrvedhkDN5A/default.jpg,,"['Lips', 'Facial expression', 'Happiness', 'Eyelash', 'Nail', 'Flag of the United States', 'Gesture', 'Cosmetics', 'Eye liner', 'Lipstick']","['Maren Morris', 'Girl', 'Girl', 'Country music', 'Dailymotion', 'Girl', 'create', 'Album']"
POcPgCMwYGE,1553,https://i.ytimg.com/vi/POcPgCMwYGE/default.jpg,MIC'D UP $27,"['Jersey', 'Personal protective equipment', 'Football helmet', 'Sportswear', 'Protective equipment in gridiron football', 'Gridiron football', 'Sports Fan Jersey', 'Helmet', 'Football--Equipment and supplies', 'Logo']","['American football', 'Arena football', 'Six-man football', 'Face', 'Mask', 'Facial Mask']"
yN0O8UaTnRA,27132,https://i.ytimg.com/vi/yN0O8UaTnRA/default.jpg,JMMY LIVE!,"['Muscle', 'Speech', 'News', 'Professional Wrestler', 'Spokesperson', 'Pleased', 'Song', 'Television show']","['Alex Honnold', 'Jimmy Kimmel Live!', 'Nascar', 'NASCAR', 'opening', 'Pregnancy', 'Free solo climbing', ""Nathan's""]"
2fouYHWUhZo,77802,https://i.ytimg.com/vi/2fouYHWUhZo/default.jpg,,"['Long hair', 'Screenshot', 'Step cutting', 'Happiness', 'Multimedia']","['Maren Morris', 'Girl', 'Country music', 'Girl', 'Dailymotion', 'Girl', 'Filmmaking', 'Movie theater']"
2h0bkuWzQeU,111291,https://i.ytimg.com/vi/2h0bkuWzQeU/default.jpg,,"['Jacket', 'Hat', 'Cap', 'Rapper', 'Beanie']","['Tory Lanez', 'Surfing', 'Major Lazer', 'Guide', 'Miss You', 'Miss You', 'necessary', 'Book', 'Wind wave', 'connect']"
KWDUojLbxn4,50356,https://i.ytimg.com/vi/KWDUojLbxn4/default.jpg,,"['People', 'Happiness', 'Smile', 'Facial expression', 'Tooth', 'Child', 'Fun', 'Gesture', 'Laughter', 'Love']",[]
jn9mHzXJIV0,24991,https://i.ytimg.com/vi/jn9mHzXJIV0/default.jpg,,"['Electronic device', 'Display device', 'Peripheral', 'Technology', 'Personal computer', 'Desktop computer', 'Computer hardware', 'Computer', 'Computer monitor', 'Output device']","['iMac Pro', 'AMD Vega', 'MSI', 'AMD', 'Graphics processing unit', 'CPU', '1 TB', 'TV', 'Computer Monitor']"
GOALfmDp_Dg,6492,https://i.ytimg.com/vi/GOALfmDp_Dg/default.jpg,RuPaul ALLSTARS Behind The Scenes Fourth Elimination,"['Logo', 'Advertising', 'Poster', 'Graphics', 'Graphic design']","['Graphic design', 'Design', 'Text', 'Graphics', 'Meter']"
IE-xepGLVt8,1896,https://i.ytimg.com/vi/IE-xepGLVt8/default.jpg,,"['Love', 'Happiness', 'Romance', 'Comfort', 'Hug', 'Child']","['Romance', 'Romance', '10 Steps to Love', 'Genre', 'Romance novel', 'create', 'Podcast', 'Aromanticism', 'Surprising', 'opening']"
6mkLWGy6Y3k,82016,https://i.ytimg.com/vi/6mkLWGy6Y3k/default.jpg,,"['White', 'Entertainment', 'Event', 'Performing Arts', 'Crowd', 'Performance', 'Public event', 'Monochrome', 'Night', 'Stage']","['Color', 'Monochrome', 'YouTube', 'Art', 'official', 'Lyrics', 'Poetry', 'Album', 'Mumford & Sons']"
-1yT-K3c6YI,7734,https://i.ytimg.com/vi/-1yT-K3c6YI/default.jpg,TRUTH OR DARE,"['Happiness', 'Screenshot', 'Cousin']","['light-hearted', 'Austin Fun For Kids', '2124', 'equal', 'create', '45886', 'Fun', 'Radio', 'Episode']"
_Lp5iMI8RWc,158779,https://i.ytimg.com/vi/_Lp5iMI8RWc/default.jpg,SNOW GLOBE NAILS,"['Glitter', 'Nail', 'Nail polish', 'Silver', 'Natural material', 'Nail Care', 'Artificial nails']","['Budgerigar', 'Birds', 'Parrots', 'Flock', 'Guide', 'used', 'Learning something new', 'create', 'interesting', 'available']"
gvZW4Lh-8Mc,145,https://i.ytimg.com/vi/gvZW4Lh-8Mc/default.jpg,,"['People', 'Happiness', 'Smile', 'Facial expression', 'Friendship', 'Child', 'Fun', 'Blond', 'Love', 'Toddler']","['Maren Morris', 'Girl', 'Country music', 'Girl', 'Dailymotion', 'Song', 'Girl', 'Amazon Prime Video']"
TI5bEf-BULU,119044,https://i.ytimg.com/vi/TI5bEf-BULU/default.jpg,INSIDER,"['Facial hair', 'Beard', 'Barechestedness', 'Muscle', 'Thorax', 'Moustache', 'Torso', 'Abdomen', 'Navel', 'Tattoo']","['Michael B. Jordan', 'Erik Killmonger', 'Black Panther', 'Killmonger', 'Joel Harlow', 'create', 'The Beard Shed', 'Beard', 'Hairstyle', 'unforgettable']"
l9jZFwwZQJs,122056,https://i.ytimg.com/vi/l9jZFwwZQJs/default.jpg,,"['Rabbit', 'Smile', 'Happiness', 'Fun', 'Child', 'Leporids', 'Easter Bunny', 'Recreation', 'Leisure', 'Mascot']","['Modern dance', 'Art', 'Performance M']"
qxbS8qbBL0c,5514,https://i.ytimg.com/vi/qxbS8qbBL0c/default.jpg,,"['Chordophone', 'Entertainment', 'Music', 'Performing Arts', 'Musical instrument', 'Audio equipment', 'Musician', 'Performance', 'Guitar', 'Plucked string instrument']","['other', 'available', 'contented', 'Entertainment', 'continual', 'easy', 'Definition', 'Audience', 'Context', 'Idiom']"
odHhIVjDgq8,3860,https://i.ytimg.com/vi/odHhIVjDgq8/default.jpg,,"['Dog', 'Vertebrate', 'Carnivores', 'Snout', 'Working animal', 'Retriever', 'Canidae', 'Whiskers', 'Fur', 'Golden Retriever']","['Labrador Retriever', 'Beagle', 'Kokoni', 'Alopekis', 'Mountain View Cur', 'Golden Retriever', 'Estonian Hound', 'American English Coonhound', 'Anatolian Shepherd Dog', 'Broholmer']"
waRVWv_UDCk,451,https://i.ytimg.com/vi/waRVWv_UDCk/default.jpg,SI FEURIE CNN,"['News', 'Spokesperson', 'Television presenter', 'Speech', 'White-collar worker', 'Television show', 'News conference', 'Speaker']","['Speech', 'Text', 'Meter']"
0Rt329xQUjM,7939,https://i.ytimg.com/vi/0Rt329xQUjM/default.jpg,ALIVE!,"['Smile', 'Happiness', 'Facial expression', 'Alcoholic drink', 'Facial hair', 'Beard', 'Liquor', 'Advertising', 'Alcohol', 'Drinking']","['The Chainsmokers', 'Selfie', 'Photography', 'Photograph', '#SELFIE', 'create', 'Surprising', 'Music video', 'Image', 'impressive']"
GClwSu4hKpQ,120,https://i.ytimg.com/vi/GClwSu4hKpQ/default.jpg,WE GROWING UP HIP HOP: ATLANTA,"['Happiness', 'Film', 'Night', 'Television show', 'Photo caption']","['Screenshot', 'Meter']"
qax_QIFvw_o,19100,https://i.ytimg.com/vi/qax_QIFvw_o/default.jpg,Is 50 Cent cool with Rob Kardashian? GQ,"['Facial expression', 'Facial hair', 'Happiness', 'Beard', 'Moustache', 'Screenshot', 'Beanie', 'Photo caption']","['Screenshot', 'Snipping Tool', 'Computer', 'Windows 10', 'Computer Monitor', 'Personal computer', 'screenshot', 'LEILA. GHARANI', 'Operating System']"
kqmhCaF5_44,1170,https://i.ytimg.com/vi/kqmhCaF5_44/default.jpg,,"['Santa Claus', 'Fictional character', 'Holiday', 'Winter', 'Happiness']","['Superman', 'Batman', 'The Avengers', 'Spider-Man', 'Erik Lehnsherr', 'The Avengers']"
IhhemrLxeeM,191,https://i.ytimg.com/vi/IhhemrLxeeM/default.jpg,,"['Event', 'Entertainment', 'Public event', 'Electricity', 'Night', 'Visual Effect Lighting', 'Party', 'Neon', 'Audience', 'Performing Arts']","['Light', 'Light', 'Light S.A.', '5hy']"
HaRpFCEWLE0,1783,https://i.ytimg.com/vi/HaRpFCEWLE0/default.jpg,,"['Film', 'Road trip']","['Kiss', 'Sure Know Something', 'Hard rock', 'Kiss', 'Lick It Up', 'Dynasty', 'Forever', ""I Was Made for Lovin' You"", 'future', 'Rock and roll']"
94k6kEVGZzg,75185,https://i.ytimg.com/vi/94k6kEVGZzg/default.jpg,KETUX,"['Advertising', 'Stage']","['7 Stages Theatre', 'Stages Theatre Company', 'Live', 'Stage', 'Theatre', 'Theater', 'Throwing Copper', 'Universal Music Group']"
w7HJZPlJn_U,1905,https://i.ytimg.com/vi/w7HJZPlJn_U/default.jpg,DAVID BYRNE,[],"['LED display', 'Neon Sign', 'Light-emitting diode', 'Neon', 'Meter', 'Display device']"
pKkf2KCc6xo,46884,https://i.ytimg.com/vi/pKkf2KCc6xo/default.jpg,,"['Veil', 'Bridal Veil', 'Bride', 'Wedding dress', 'Dress', 'White', 'Bridal Clothing', 'Event', 'Headgear', 'Ceremony']","['Catherine, Princess of Wales', 'Elizabeth II', 'Diana, Princess of Wales', 'Wedding of Prince William and Catherine Middleton', 'Princess of Wales', 'British royal family', 'Prince of Wales', 'Wales', 'Wedding']"
oCAbvclXL6I,10674,https://i.ytimg.com/vi/oCAbvclXL6I/default.jpg,,"['Eyebrow', 'Lips', 'Hairstyle', 'Facial expression', 'Eyelash', 'Blond', 'Long hair', 'Smile', 'Layered hair', 'Makeover']",['Blond']
fyjt5zpNAeg,7289,https://i.ytimg.com/vi/fyjt5zpNAeg/default.jpg,回,"['Graphic design', 'Science']","['Webcam', 'Camera', 'HuddleCamHD', 'live', 'HuddleCamHD 4K NDI EPTZ Webcam', 'Museum of Science', 'EarthCam', 'Boston', 'Microphone', 'Livestreaming']"
-El8z4uy5Ac,15630,https://i.ytimg.com/vi/-El8z4uy5Ac/default.jpg,CRACKED AFTER HOURS,"['Logo', 'Fictional character', 'Animation', 'Animated cartoon', 'Night']","['Llama', 'Alpaca', 'Saruman', 'impressive', 'Camelids', 'Sauron', 'used', 'Book', 'Mammal', 'popular']"
d54e3kcTlHM,14884,https://i.ytimg.com/vi/d54e3kcTlHM/default.jpg,,"['Evening', 'Holiday']","['Diplo', 'Boulder Mountain', 'Mount Baker', 'Longs Peak', 'Mount Jefferson', 'Mount Adams', 'Mount Blue Sky', 'Glacier Peak', 'Mountain', 'Mount Everest']"
